"00107"|"00014"|"000"|"XOR"|"chi Orionid Complex                     "|" annual "|" 6"|"259    "|"       "|"       "|"       "|"       "|"25     "|"       "|"       "|"       "|"       "|"       "|"       "|"     "|"00014"|"01"|"                                        "|"Group members: 256/ORN, 257/ORS                                                                                                                       "|"    "|"1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A>"|"LT"|"SD"
"00108"|"00015"|"000"|"URS"|"Ursids                                  "|" annual "|" 1"|"271    "|"219.35 "|"75.34  "|"       "|"       "|"33.0   "|"4.62   "|"0.944  "|"       "|"204.9  "|"270.74 "|"51.5   "|"00064"|"00000"|"00"|"8P/Tuttle                               "|"                                                                                                                                                      "|"    "|"1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A>"|"LT"|"SD"
"00109"|"00015"|"001"|"URS"|"Ursids                                  "|"2002/06 "|" 1"|"270.5  "|"222.0  "|"74.6   "|"       "|"       "|"37.6   "|"-10.3  "|"0.948  "|"1.09   "|"201.6  "|"270.8  "|"57.3   "|"00071"|"00000"|"00"|"8P/Tuttle                               "|"                                                                                                                                                      "|"R   "|"2) <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A>"|"LT"|"SD"
"00110"|"00015"|"002"|"URS"|"Ursids                                  "|"2007/08 "|" 1"|"265.5  "|"215.1  "|"76.2   "|"0.94   "|"0.04   "|"33.2   "|"       "|"       "|"       "|"       "|"       "|"       "|"00028"|"00000"|"00"|"8P/Tuttle                               "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A>"|"LT"|"SD"
"00111"|"00015"|"003"|"URS"|"Ursids                                  "|"2002/08 "|" 1"|"270.5  "|"222.1  "|"74.8   "|"1.77   "|"-0.05  "|"35.6   "|"24.11  "|"0.9470 "|"0.961  "|"202.53 "|"270.0  "|"55.5   "|"01021"|"00000"|"00"|"8P/Tuttle                               "|"                                                                                                                                                      "|"R   "|"4) <A href='http://adsabs.harvard.edu/abs/2010Icar..207...66B' target=_blank>Brown et al., 2010</A>"|"LT"|"SD"
"00112"|"00015"|"004"|"URS"|"Ursids                                  "|" annual "|" 1"|"271.0  "|"219.9  "|"75.4   "|"0.05   "|"-0.31  "|"32.9   "|"4.87   "|"0.940  "|"0.807  "|"205.6  "|"270.1  "|"52.6   "|"00062"|"00000"|"00"|"8P/Tuttle                               "|"                                                                                                                                                      "|"T   "|"5) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00113"|"00015"|"005"|"URS"|"Ursids                                  "|" 2015   "|"-2"|"270.8  "|"219.3  "|"75.4   "|"       "|"       "|"33.2   "|"5.25   "|"0.940  "|"0.821  "|"205.7  "|"270.8  "|"52.8   "|"00112"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"6) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00114"|"00015"|"006"|"URS"|"Ursids                                  "|" 2013   "|"-2"|"270.7  "|"219.9  "|"76.2   "|"       "|"       "|"32.8   "|"5.36   "|"0.938  "|"0.825  "|"206.1  "|"270.7  "|"52.0   "|"00020"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"7) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00115"|"00015"|"007"|"URS"|"Ursids                                  "|" annual "|"-2"|"268.8  "|"218.9  "|"77.1   "|"       "|"       "|"32.6   "|"5.08   "|"0.935  "|"0.816  "|"207.1  "|"268.8  "|"51.8   "|"00262"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"8) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00116"|"00016"|"000"|"HYD"|"sigma Hydrids                           "|" annual "|" 1"|"265.5  "|"131.9  "|"0.2    "|"0.72   "|"-0.21  "|"58     "|"12.3   "|"0.224  "|"       "|"124.0  "|"84.8   "|"124.9  "|"00018"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"    "|"1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A>"|"LT"|"SD"
"00117"|"00016"|"001"|"HYD"|"sigma Hydrids                           "|" annual "|" 1"|"259.1  "|"127.1  "|"1.8    "|"       "|"       "|"58.0   "|"       "|"0.237  "|"0.978  "|"122.5  "|"79.1   "|"126.5  "|"00005"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"P   "|"2) <A href='http://adsabs.harvard.edu/abs/2003MNRAS.344..665J' target=_blank>Jopek et al., 2003</A>"|"LT"|"SD"
"00118"|"00016"|"002"|"HYD"|"sigma Hydrids                           "|"2007/08 "|" 1"|"252.9  "|"123.2  "|"3.0    "|"3.0    "|"-0.12  "|"59.0   "|"       "|"       "|"       "|"       "|"       "|"       "|"00699"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A>"|"LT"|"SD"
"00119"|"00016"|"003"|"HYD"|"sigma Hydrids                           "|" annual "|" 1"|"266.0  "|"134.4  "|"-0.1   "|"0.92   "|"-0.28  "|"58.9   "|"9.08   "|"0.257  "|"0.985  "|"119.5  "|"76.5   "|"128.7  "|"00528"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"4) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00120"|"00016"|"004"|"HYD"|"sigma Hydrids                           "|" annual "|"-2"|"257.5  "|"126.5  "|"1.9    "|"       "|"       "|"58.8   "|"17.3   "|"0.258  "|"0.987  "|"119.3  "|"77.5   "|"128.6  "|"02094"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"5) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00121"|"00017"|"000"|"NTA"|"Northern Taurids                        "|" annual "|" 1"|"224    "|"58.6   "|"21.6   "|"0.80   "|"0.16   "|"28.3   "|"2.12   "|"0.350  "|"       "|"294.9  "|"226.2  "|"3.1    "|"00080"|"00247"|"03"|"2004  TG10                              "|"member of Taurid Complex (247)                                                                                                                        "|"    "|"1) <A href='http://adsabs.harvard.edu/abs/2002ESASP.500..177P' target=_blank>Porubcan and Kornos, 2002</A>"|"LT"|"SD"
"00122"|"00017"|"001"|"NTA"|"Northern Taurids                        "|" annual "|" 1"|"224    "|"44.0   "|"18.9   "|"0.82   "|"0.22   "|"30.69  "|"2.20   "|"0.284  "|"       "|"302.3  "|"212.7  "|"2.9    "|"00025"|"00247"|"03"|"2004  TG10                              "|"member of Taurid Complex (247)                                                                                                                        "|"P   "|"2) <A href='http://adsabs.harvard.edu/abs/1970BAICz..21..153K' target=_blank>Kresak and Porubcan, 1970</A>"|"LT"|"SD"
"00123"|"00017"|"002"|"NTA"|"Northern Taurids                        "|" annual "|" 1"|"214.1  "|"44.7   "|"19.8   "|"       "|"       "|"29.6   "|"       "|"0.317  "|"0.853  "|"298.8  "|"214.1  "|"3.4    "|"00022"|"00247"|"03"|"                                        "|"member of Taurid complex (247)                                                                                                                        "|"P   "|"3) <A href='http://adsabs.harvard.edu/abs/2003MNRAS.344..665J' target=_blank>Jopek et al., 2003</A>"|"LT"|"SD"
"00124"|"00017"|"003"|"NTA"|"Northern Taurids                        "|"2002/06 "|" 1"|"224.5  "|"53.3   "|"21.0   "|"0.88   "|"0.19   "|"28.1   "|"2.06   "|"0.354  "|"0.8283 "|"294.8  "|"223.8  "|"2.3    "|"00470"|"00247"|"03"|"                                        "|"member of Taurid complex (247)                                                                                                                        "|"R   "|"4) <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A>"|"LT"|"SD"
"00125"|"00017"|"004"|"NTA"|"Northern Taurids                        "|"2007/08 "|" 1"|"234.4  "|"62.0   "|"24.0   "|"0.65   "|"0.12   "|"29.7   "|"       "|"       "|"       "|"       "|"       "|"       "|"00475"|"00247"|"03"|"2004  TG10                              "|"member of Taurid Complex (247)                                                                                                                        "|"P   "|"5) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A>"|"LT"|"SD"
"00126"|"00017"|"005"|"NTA"|"Northern Taurids                        "|"2002/08 "|" 1"|"219    "|"48.9   "|"17.7   "|"0.84   "|"0.25   "|"28.1   "|"2.06   "|"0.3508 "|"0.830  "|"115.09 "|"39.1   "|"0.4    "|"02281"|"00247"|"03"|"2004  TG10                              "|"member of Taurid Complex (247)                                                                                                                        "|"R   "|"6) <A href='http://adsabs.harvard.edu/abs/2010Icar..207...66B' target=_blank>Brown et al., 2010</A>"|"LT"|"SD"
"00127"|"00017"|"006"|"NTA"|"Northern Taurids                        "|" annual "|" 1"|"220.0  "|"48.9   "|"20.7   "|"1.03   "|"0.26   "|"28.0   "|"2.13   "|"0.355  "|"0.829  "|"294.6  "|"220.6  "|"3.0    "|"00509"|"00247"|"03"|"2P/Encke                                "|"member of Taurid Complex (247)                                                                                                                        "|"T   "|"7) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00128"|"00017"|"007"|"NTA"|"Northern Taurids                        "|" annual "|"-2"|"218.4  "|"47.5   "|"19.3   "|"       "|"       "|"27.7   "|"2.04   "|"0.367  "|"0.822  "|"290.1  "|"214.6  "|"3.3    "|"03173"|"00247"|"03"|"                                        "|"                                                                                                                                                      "|"C   "|"8) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00129"|"00018"|"000"|"AND"|"Andromedids                             "|" annual "|" 1"|"232    "|"24.2   "|"32.5   "|"0.63   "|"0.33   "|"17.2   "|"2.76   "|"0.789  "|"       "|"238.9  "|"231.0  "|"10.0   "|"00018"|"00000"|"00"|"3D/Biela                                "|"                                                                                                                                                      "|"    "|"1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A>"|"LT"|"SD"
"00130"|"00018"|"001"|"AND"|"Andromedids                             "|"2007/08 "|" 1"|"228.6  "|"22.5   "|"29.7   "|"0.12   "|"0.30   "|"17.0   "|"       "|"       "|"       "|"       "|"       "|"       "|"00018"|"00000"|"00"|"3D/Biela                                "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A>"|"LT"|"SD"
"00131"|"00018"|"002"|"AND"|"Andromedids                             "|" annual "|" 1"|"223.0  "|"20.7   "|"28.0   "|"1.00   "|"0.37   "|"18.2   "|"2.99   "|"0.759  "|"0.742  "|"243.7  "|"222.5  "|"9.4    "|"00039"|"00000"|"00"|"3D/Biela                                "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00132"|"00018"|"003"|"AND"|"Andromedids                             "|" annual "|"-2"|"230.4  "|"22.5   "|"32.5   "|"       "|"       "|"17.5   "|"3.09   "|"0.791  "|"0.744  "|"237.7  "|"230.4  "|"10.2   "|"00339"|"00000"|"00"|"3D/Biela                                "|"                                                                                                                                                      "|"C   "|"4) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00133"|"00019"|"000"|"MON"|"December Monocerotids                   "|" annual "|" 1"|"260.9  "|"101.8  "|"8.1    "|"0.83   "|"-0.05  "|"42     "|"50.7   "|"0.193  "|"       "|"128.1  "|"80.2   "|"35.2   "|"00011"|"00000"|"00"|"C/1917 F1 (Mellish)                     "|"                                                                                                                                                      "|"    "|"1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A>"|"LT"|"SD"
"00134"|"00019"|"001"|"MON"|"December Monocerotids                   "|" annual "|" 1"|"261.2  "|"103.3  "|"8.0    "|"       "|"       "|"42.5   "|"       "|"0.182  "|"0.998  "|"129.3  "|"81.2   "|"36.8   "|"00003"|"00000"|"00"|"C/1917 F1 (Mellish)                     "|"                                                                                                                                                      "|"P   "|"2) <A href='http://adsabs.harvard.edu/abs/2003MNRAS.344..665J' target=_blank>Jopek et al., 2003</A>"|"LT"|"SD"
"00135"|"00019"|"002"|"MON"|"December Monocerotids                   "|"2002/06 "|" 1"|"261.5  "|"102.6  "|"8.1    "|"0.63   "|"-0.11  "|"41.5   "|"22.3   "|"0.194  "|"0.9913 "|"127.9  "|"81.3   "|"34.4   "|"00138"|"00000"|"00"|"C/1917 F1 (Mellish)                     "|"                                                                                                                                                      "|"R   "|"3) <A href='http://adsabs.harvard.edu/abs/2008Icar..195..317B' target=_blank>Brown et al., 2008</A>"|"LT"|"SD"
"00136"|"00019"|"003"|"MON"|"December Monocerotids                   "|"2007/08 "|" 1"|"257.6  "|"100.1  "|"8.2    "|"0.52   "|"-0.11  "|"41.2   "|"       "|"       "|"       "|"       "|"       "|"       "|"00161"|"00000"|"00"|"C/1917 F1 (Mellish)                     "|"                                                                                                                                                      "|"T   "|"4) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A>"|"LT"|"SD"
"00137"|"00019"|"004"|"MON"|"December Monocerotids                   "|"2002/08 "|" 1"|"261    "|"102.3  "|"8.6    "|"0.69   "|"-0.24  "|"40.6   "|"8.88   "|"0.1936 "|"0.978  "|"128.65 "|"81.0   "|"32.4   "|"01598"|"00000"|"00"|"C/1917 F1 (Mellish)                     "|"                                                                                                                                                      "|"R   "|"5) <A href='http://adsabs.harvard.edu/abs/2010Icar..207...66B' target=_blank>Brown et al., 2010</A>"|"LT"|"SD"
"00138"|"00019"|"005"|"MON"|"December Monocerotids                   "|" annual "|" 1"|"261.0  "|"102.9  "|"7.8    "|"0.97   "|"-0.09  "|"41.4   "|"8.20   "|"0.191  "|"0.983  "|"128.7  "|"78.5   "|"35.2   "|"00240"|"00000"|"00"|"C/1917 F1 (Mellish)                     "|"                                                                                                                                                      "|"T   "|"6) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00139"|"00019"|"006"|"MON"|"December Monocerotids                   "|" annual "|"-2"|"258.5  "|"100.5  "|"7.9    "|"       "|"       "|"41.5   "|"13.4   "|"0.190  "|"0.985  "|"128.9  "|"78.5   "|"35.8   "|"00830"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"7) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00140"|"00020"|"000"|"COM"|"Comae Berenicids                        "|" annual "|" 1"|"274    "|"175.2  "|"22.2   "|"       "|"       "|"63.7   "|"14.4   "|"0.541  "|"       "|"265.0  "|"283.3  "|"139.4  "|"00004"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"    "|"1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A>"|"LT"|"SD"
"00141"|"00020"|"001"|"COM"|"Comae Berenicids                        "|"2007/08 "|" 1"|"265.7  "|"159.7  "|"31.6   "|"0.79   "|"-0.32  "|"63.0   "|"14.4   "|"0.541  "|"       "|"265.0  "|"283.3  "|"139.4  "|"00652"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A>"|"LT"|"SD"
"00142"|"00020"|"002"|"COM"|"Comae Berenicids                        "|" annual "|" 1"|"264    "|"174.5  "|"18.2   "|"0.65   "|"-0.08  "|"67.7   "|"       "|"       "|"       "|"       "|"       "|"       "|"00435"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...98M' target=_blank>Molau and Rendtel, 2009</A>"|"LT"|"SD"
"00143"|"00020"|"003"|"COM"|"Comae Berenicids                        "|" annual "|" 1"|"275.9  "|"168.8  "|"27.2   "|"       "|"       "|"67.0   "|"       "|"0.611  "|"1.152  "|"253.0  "|"275.9  "|"137.3  "|"00008"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"4) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00144"|"00020"|"004"|"COM"|"Comae Berenicids                        "|" annual "|" 1"|"277.4  "|"169.5  "|"26.6   "|"       "|"       "|"63.06  "|"       "|"0.536  "|"0.955  "|"266.1  "|"277.4  "|"135.3  "|"00062"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"5) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD"
"00145"|"00020"|"005"|"COM"|"Comae Berenicids                        "|" annual "|" 1"|"262.2  "|"156.1  "|"32.7   "|"       "|"       "|"62.3   "|"11.9   "|"0.554  "|"       "|"265.6  "|"262.2  "|"133.8  "|"00006"|"00000"|"00"|"                                        "|"Previously named December Leonis Minords                                                                                                              "|"    "|"6) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A>"|"LT"|"SD"
"00146"|"00020"|"006"|"COM"|"Comae Berenicids                        "|" annual "|" 1"|"261.7  "|"163.7  "|"39.7   "|"       "|"       "|"64     "|"3.76   "|"0.81   "|"       "|"249    "|"261.7  "|"138    "|"00009"|"00000"|"00"|"                                        "|"Previously named December Leonis Minords                                                                                                              "|"R   "|"7) <A href='http://adsabs.harvard.edu/abs/1967SCoA...11..183K' target=_blank>Kashcheyev and Lebedinets, 1967</A>"|"LT"|"SD"
"00147"|"00020"|"007"|"COM"|"Comae Berenicids                        "|" annual "|" 1"|"268    "|"161.5  "|"30.5   "|"0.86   "|"-0.43  "|"64.0   "|"       "|"       "|"       "|"       "|"       "|"       "|"03181"|"00000"|"00"|"                                        "|"Previously named December Leonis Minords                                                                                                              "|"T   "|"8) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...98M' target=_blank>Molau and Rendtel, 2009</A>"|"LT"|"SD"
"00148"|"00020"|"008"|"COM"|"Comae Berenicids                        "|" annual "|" 1"|"274.0  "|"167.0  "|"28.0   "|"0.96   "|"-0.39  "|"63.3   "|"8.58   "|"0.557  "|"0.962  "|"263.5  "|"272.2  "|"135.3  "|"00497"|"00000"|"00"|"                                        "|"Previously named December Leonis Minords                                                                                                              "|"T   "|"9) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00149"|"00021"|"000"|"AVB"|"alpha Virginids                         "|" annual "|" 1"|"28     "|"179.9  "|"-7.7   "|"       "|"       "|"17.6   "|"       "|"       "|"       "|"       "|"       "|"       "|"     "|"00000"|"00"|"1998 SH2?                               "|"                                                                                                                                                      "|"    "|"1) ?"|"LT"|"SD"
"00150"|"00021"|"001"|"AVB"|"alpha Virginids                         "|" annual "|" 1"|"21.7   "|"185.4  "|"9.6    "|"       "|"       "|"16.8   "|"2.58   "|"0.69   "|"       "|"240.4  "|"21.7   "|"4.2    "|"     "|"00000"|"00"|"1998 SH2?                               "|"                                                                                                                                                      "|"P   "|"2) <A href='http://adsabs.harvard.edu/abs/1963SCoA....7..261S' target=_blank>Southworth and Hawkins, 1963</A>"|"LT"|"SD"
"00151"|"00021"|"002"|"AVB"|"alpha Virginids                         "|" annual "|" 1"|"28.9   "|"195.6  "|"-5.3   "|"       "|"       "|"16.6   "|"2.35   "|"0.75   "|"       "|"247.5  "|"28.9   "|"0.7    "|"00019"|"00000"|"00"|"1998 SH2?                               "|"                                                                                                                                                      "|"P   "|"3) <A href='http://adsabs.harvard.edu/abs/1971SCoA...12...14L' target=_blank>Lindblad, 1971b</A>"|"LT"|"SD"
"00152"|"00021"|"003"|"AVB"|"alpha Virginids                         "|" annual "|" 1"|"31.8   "|"195.6  "|"0.7    "|"       "|"       "|"       "|"2.56   "|"0.81   "|"       "|"239.7  "|"31.8   "|"3.1    "|"00021"|"00000"|"00"|"1998 SH2?                               "|"                                                                                                                                                      "|"P   "|"4) <A href='http://adsabs.harvard.edu/abs/1971SCoA...12....1L' target=_blank>Lindblad, 1971a</A>"|"LT"|"SD"
"00153"|"00021"|"004"|"AVB"|"alpha Virginids                         "|" annual "|" 1"|"32.0   "|"203.5  "|"2.9    "|"0.91   "|"-0.36  "|"18.8   "|"2.55   "|"0.744  "|"0.716  "|"247.9  "|"30.0   "|"7.0    "|"00012"|"00000"|"00"|"1998 SH2?                               "|"                                                                                                                                                      "|"T   "|"5) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355</A>"|"LT"|"SD"
"00154"|"00021"|"005"|"AVB"|"alpha Virginids                         "|" annual "|"-2"|"30.0   "|"202.4  "|"5.3    "|"       "|"       "|"18.9   "|"2.63   "|"0.740  "|"0.719  "|"248.0  "|"30.0   "|"7.5    "|"00200"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"6) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00155"|"00022"|"000"|"LMI"|"Leonis Minorids                         "|" annual "|" 1"|"209    "|"159.5  "|"36.7   "|"1.42   "|"-0.36  "|"61.9   "|"286    "|"0.616  "|"       "|"102.73 "|"208.36 "|"125.32 "|"00010"|"00000"|"00"|"C/1739 K1 (Zanotti)                     "|"                                                                                                                                                      "|"    "|"1) <A href='http://adsabs.harvard.edu/abs/2006mspc.book.....J' target=_blank>Jenniskens, 2006</A>"|"LT"|"SD"
"00156"|"00022"|"001"|"LMI"|"Leonis Minorids                         "|" annual "|" 1"|"209    "|"160.7  "|"37.2   "|"0.96   "|"0.08   "|"61.8   "|"33.6   "|"0.641  "|"       "|"106.3  "|"209.9  "|"124.5  "|"00004"|"00000"|"00"|"C/1739 K1 (Zanotti)                     "|"                                                                                                                                                      "|"    "|"2) <A href='http://adsabs.harvard.edu/abs/1999JIMO...27..195D' target=_blank>de Lignie and Betlem, 1999</A>"|"LT"|"SD"
"00157"|"00022"|"002"|"LMI"|"Leonis Minorids                         "|"2007/08 "|" 1"|"208.9  "|"158.8  "|"37.1   "|"0.44   "|"-0.08  "|"61.9   "|"       "|"       "|"       "|"       "|"       "|"       "|"00039"|"00000"|"00"|"C/1739 K1 (Zanotti)                     "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2009JIMO...37...55S' target=_blank>SonotaCo, 2009</A>"|"LT"|"SD"
"00158"|"00022"|"003"|"LMI"|"Leonis Minorids                         "|" annual "|" 1"|"209.0  "|"159.9  "|"36.6   "|"1.02   "|"-0.38  "|"61.9   "|"10.60  "|"0.620  "|"0.989  "|"104.3  "|"208.2  "|"125.2  "|"00064"|"00000"|"00"|"C/1739 K1 (Zanotti)                     "|"                                                                                                                                                      "|"T   "|"4) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00159"|"00022"|"004"|"LMI"|"Leonis Minorids                         "|" annual "|"-2"|"209.6  "|"160.6  "|"36.6   "|"       "|"       "|"61.7   "|"34.2   "|"0.620  "|"0.984  "|"103.8  "|"209.6  "|"124.8  "|"00284"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"5) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00160"|"00023"|"000"|"EGE"|"epsilon Geminids                        "|" annual "|" 1"|"206    "|"101.6  "|"26.7   "|"       "|"       "|"68.8   "|"10.0   "|"0.731  "|"       "|"241.7  "|"209.0  "|"172.9  "|"00003"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"    "|"1) Jenniskens P., 2012b"|"LT"|"SD"
"00161"|"00023"|"001"|"EGE"|"epsilon Geminids                        "|" annual "|" 1"|"206.0  "|"104.8  "|"26.9   "|"0.7    "|"0.0    "|"69.4   "|"26.77  "|"0.77   "|"       "|"237    "|"209.7  "|"173    "|"00007"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"    "|"2) <A href='http://adsabs.harvard.edu/abs/1973NASSP.319..183C' target=_blank>Cook, 1973</A>"|"LT"|"SD"
"00162"|"00023"|"002"|"EGE"|"epsilon Geminids                        "|" annual "|" 1"|"198.0  "|"93.8   "|"28.1   "|"1.13   "|"-0.03  "|"69.6   "|"11.30  "|"0.813  "|"0.957  "|"230.9  "|"198.4  "|"171.2  "|"00031"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00163"|"00023"|"003"|"EGE"|"epsilon Geminids                        "|" annual "|"-2"|"204.1  "|"100.0  "|"28.3   "|"       "|"       "|"69.4   "|"33.0   "|"0.790  "|"0.982  "|"234.6  "|"204.1  "|"170.1  "|"00473"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"4) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00164"|"00024"|"000"|"PEG"|"mu Pegasids                             "|" annual "|"-2"|"230.4  "|"335.53 "|"21.78  "|"       "|"       "|"11.21  "|"       "|"       "|"       "|"       "|"       "|"       "|"     "|"00000"|"00"|"                                        "|"Removed! Multiple meteors from same apparent radiant are combinations of unrelated trails (Jenniskens, 2006, page 390-391)                            "|"P   "|"1) <A href='http://adsabs.harvard.edu/abs/1961SCoA....4...15M' target=_blank>McCrosky and Posen, 1961</A>"|"LT"|"SD"
"00165"|"00025"|"000"|"NOA"|"Northern October delta Arietids         "|" annual "|" 0"|"201.7  "|"34.7   "|"20.2   "|"       "|"       "|"36.3   "|"4.05   "|"0.22   "|"       "|"307    "|"201.7  "|"12     "|"00015"|"00299"|"02"|"                                        "|"part of 17/NTA, member of 299/OAR                                                                                                                     "|"R   "|"1) <A href='http://adsabs.harvard.edu/abs/1967SCoA...11..183K' target=_blank>Kashcheyev and Lebedinets, 1967</A>"|"LT"|"SD"
"00166"|"00025"|"001"|"NOA"|"Northern October delta Arietids         "|" annual "|" 0"|"205.0  "|"38.6   "|"17.8   "|"1.00   "|"0.31   "|"30.1   "|"1.89   "|"0.274  "|"0.857  "|"305.4  "|"206.1  "|"3.6    "|"00053"|"00299"|"02"|"                                        "|"part of 17/NTA, member of 299/OAR                                                                                                                     "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00167"|"00025"|"002"|"NOA"|"Northern October delta Arietids         "|" annual "|"-2"|"205.4  "|"36.8   "|"17.4   "|"       "|"       "|"28.9   "|"1.92   "|"0.313  "|"0.836  "|"300.0  "|"204.9  "|"3.5    "|"00352"|"00299"|"02"|"                                        "|"                                                                                                                                                      "|"C   "|"3) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00168"|"00026"|"000"|"NDA"|"Northern delta Aquariids                "|" annual "|" 1"|"139.0  "|"344.7  "|"0.4    "|"       "|"       "|"40.5   "|"2.536  "|"0.071  "|"       "|"332.6  "|"139.0  "|"23.0   "|"     "|"00297"|"02"|"                                        "|"Member of 297/DAQ                                                                                                                                     "|"    "|"1) Dutch Meteor Society 2001"|"LT"|"SD"
